Year,Geography,data.Sex,Age group,Value
2015,Quebec,data.Males,20 to 24 years,12.1
2016,Quebec,data.Males,20 to 24 years,11.6
2017,Quebec,data.Males,20 to 24 years,8.3
2018,Quebec,data.Males,20 to 24 years,8.9
2019,Quebec,data.Males,20 to 24 years,9
2020,Quebec,data.Males,20 to 24 years,18
2015,Quebec,data.Males,25 to 29 years,8.5
2016,Quebec,data.Males,25 to 29 years,8.8
2017,Quebec,data.Males,25 to 29 years,7.9
2018,Quebec,data.Males,25 to 29 years,5.1
2019,Quebec,data.Males,25 to 29 years,7.1
2020,Quebec,data.Males,25 to 29 years,9.8
2015,Quebec,data.Males,30 to 34 years,7.6
2016,Quebec,data.Males,30 to 34 years,7.6
2017,Quebec,data.Males,30 to 34 years,6.1
2018,Quebec,data.Males,30 to 34 years,5.4
2019,Quebec,data.Males,30 to 34 years,5.7
2020,Quebec,data.Males,30 to 34 years,7.6
2015,Quebec,data.Males,35 to 39 years,6.8
2016,Quebec,data.Males,35 to 39 years,6.5
2017,Quebec,data.Males,35 to 39 years,5.5
2018,Quebec,data.Males,35 to 39 years,4.8
2019,Quebec,data.Males,35 to 39 years,4.2
2020,Quebec,data.Males,35 to 39 years,7.5
2015,Quebec,data.Males,40 to 44 years,7.5
2016,Quebec,data.Males,40 to 44 years,6.9
2017,Quebec,data.Males,40 to 44 years,5.4
2018,Quebec,data.Males,40 to 44 years,3.7
2019,Quebec,data.Males,40 to 44 years,4.5
2020,Quebec,data.Males,40 to 44 years,7.2
2015,Quebec,data.Males,45 to 49 years,6.3
2016,Quebec,data.Males,45 to 49 years,5.4
2017,Quebec,data.Males,45 to 49 years,5
2018,Quebec,data.Males,45 to 49 years,5.7
2019,Quebec,data.Males,45 to 49 years,3.6
2020,Quebec,data.Males,45 to 49 years,5.5
2015,Quebec,data.Males,50 to 54 years,7.1
2016,Quebec,data.Males,50 to 54 years,6.9
2017,Quebec,data.Males,50 to 54 years,4.2
2018,Quebec,data.Males,50 to 54 years,4.3
2019,Quebec,data.Males,50 to 54 years,4
2020,Quebec,data.Males,50 to 54 years,5.7
2015,Quebec,data.Males,55 to 59 years,7.5
2016,Quebec,data.Males,55 to 59 years,7.5
2017,Quebec,data.Males,55 to 59 years,5.6
2018,Quebec,data.Males,55 to 59 years,5.2
2019,Quebec,data.Males,55 to 59 years,4.9
2020,Quebec,data.Males,55 to 59 years,7.4
2015,Quebec,data.Males,60 to 64 years,9.2
2016,Quebec,data.Males,60 to 64 years,8
2017,Quebec,data.Males,60 to 64 years,6.9
2018,Quebec,data.Males,60 to 64 years,7.4
2019,Quebec,data.Males,60 to 64 years,7.1
2020,Quebec,data.Males,60 to 64 years,9.2
2015,Quebec,data.Males,65 years and over,7.3
2016,Quebec,data.Males,65 years and over,6.6
2017,Quebec,data.Males,65 years and over,5.4
2018,Quebec,data.Males,65 years and over,5
2019,Quebec,data.Males,65 years and over,4.9
2020,Quebec,data.Males,65 years and over,9.2
2015,Quebec,data.Males,65 to 69 years,8.3
2016,Quebec,data.Males,65 to 69 years,
2017,Quebec,data.Males,65 to 69 years,5.6
2018,Quebec,data.Males,65 to 69 years,5.8
2019,Quebec,data.Males,65 to 69 years,5.8
2020,Quebec,data.Males,65 to 69 years,12
2015,Quebec,data.Males,70 years and over,
2016,Quebec,data.Males,70 years and over,
2017,Quebec,data.Males,70 years and over,5
2018,Quebec,data.Males,70 years and over,
2019,Quebec,data.Males,70 years and over,
2020,Quebec,data.Males,70 years and over,4.7
2015,Quebec,data.Females,15 years and over,6.7
2016,Quebec,data.Females,15 years and over,6
2017,Quebec,data.Females,15 years and over,5.7
2018,Quebec,data.Females,15 years and over,5
2019,Quebec,data.Females,15 years and over,4.5
2020,Quebec,data.Females,15 years and over,8.6
2015,Quebec,data.Females,15 to 24 years,10.1
2016,Quebec,data.Females,15 to 24 years,9.8
2017,Quebec,data.Females,15 to 24 years,9.1
2018,Quebec,data.Females,15 to 24 years,7.6
2019,Quebec,data.Females,15 to 24 years,7.2
2020,Quebec,data.Females,15 to 24 years,15.3
2015,Quebec,data.Females,25 years and over,6
2016,Quebec,data.Females,25 years and over,5.4
2017,Quebec,data.Females,25 years and over,5.2
2018,Quebec,data.Females,25 years and over,4.6
2019,Quebec,data.Females,25 years and over,4
2020,Quebec,data.Females,25 years and over,7.5
2015,Quebec,data.Females,25 to 44 years,6.5
2016,Quebec,data.Females,25 to 44 years,5.6
2017,Quebec,data.Females,25 to 44 years,5.1
2018,Quebec,data.Females,25 to 44 years,4.4
2019,Quebec,data.Females,25 to 44 years,3.9
2020,Quebec,data.Females,25 to 44 years,7.5
2015,Quebec,data.Females,45 to 64 years,5.5
2016,Quebec,data.Females,45 to 64 years,5.2
2017,Quebec,data.Females,45 to 64 years,5.1
2018,Quebec,data.Females,45 to 64 years,4.8
2019,Quebec,data.Females,45 to 64 years,3.9
2020,Quebec,data.Females,45 to 64 years,7.1
2015,Quebec,data.Females,45 years and over,5.5
2016,Quebec,data.Females,45 years and over,5.1
2017,Quebec,data.Females,45 years and over,5.2
2018,Quebec,data.Females,45 years and over,4.8
2019,Quebec,data.Females,45 years and over,4.2
2020,Quebec,data.Females,45 years and over,7.4
2015,Quebec,data.Females,25 to 54 years,5.9
2016,Quebec,data.Females,25 to 54 years,5.3
2017,Quebec,data.Females,25 to 54 years,5.1
2018,Quebec,data.Females,25 to 54 years,4.5
2019,Quebec,data.Females,25 to 54 years,3.8
2020,Quebec,data.Females,25 to 54 years,7.3
2015,Quebec,data.Females,55 years and over,6.7
2016,Quebec,data.Females,55 years and over,5.6
2017,Quebec,data.Females,55 years and over,5.5
2018,Quebec,data.Females,55 years and over,4.9
2019,Quebec,data.Females,55 years and over,4.7
2020,Quebec,data.Females,55 years and over,8.1
2015,Quebec,data.Females,15 to 64 years,6.7
2016,Quebec,data.Females,15 to 64 years,6.1
2017,Quebec,data.Females,15 to 64 years,5.7
2018,Quebec,data.Females,15 to 64 years,5.1
2019,Quebec,data.Females,15 to 64 years,4.4
2020,Quebec,data.Females,15 to 64 years,8.5
2015,Quebec,data.Females,15 to 19 years,15.8
2016,Quebec,data.Females,15 to 19 years,13.9
2017,Quebec,data.Females,15 to 19 years,13.2
2018,Quebec,data.Females,15 to 19 years,11.6
2019,Quebec,data.Females,15 to 19 years,10.8
2020,Quebec,data.Females,15 to 19 years,19.7
2015,Quebec,data.Females,20 to 24 years,6.8
2016,Quebec,data.Females,20 to 24 years,7.6
2017,Quebec,data.Females,20 to 24 years,6.6
2018,Quebec,data.Females,20 to 24 years,5.1
2019,Quebec,data.Females,20 to 24 years,4.9
2020,Quebec,data.Females,20 to 24 years,12.5
2015,Quebec,data.Females,25 to 29 years,8.1
2016,Quebec,data.Females,25 to 29 years,6.4
2017,Quebec,data.Females,25 to 29 years,5.2
2018,Quebec,data.Females,25 to 29 years,4.4
2019,Quebec,data.Females,25 to 29 years,4.3
2020,Quebec,data.Females,25 to 29 years,8.3
2015,Quebec,data.Females,30 to 34 years,6
2016,Quebec,data.Females,30 to 34 years,5.6
2017,Quebec,data.Females,30 to 34 years,5.5
2018,Quebec,data.Females,30 to 34 years,4.2
2019,Quebec,data.Females,30 to 34 years,3.9
2020,Quebec,data.Females,30 to 34 years,8.1
2015,Quebec,data.Females,35 to 39 years,5.9
2016,Quebec,data.Females,35 to 39 years,5.1
2017,Quebec,data.Females,35 to 39 years,4.2
2018,Quebec,data.Females,35 to 39 years,5.1
2019,Quebec,data.Females,35 to 39 years,4
2020,Quebec,data.Females,35 to 39 years,7.4
2015,Quebec,data.Females,40 to 44 years,6.3
2016,Quebec,data.Females,40 to 44 years,5.3
2017,Quebec,data.Females,40 to 44 years,5.6
2018,Quebec,data.Females,40 to 44 years,4.1
2019,Quebec,data.Females,40 to 44 years,3.2
2020,Quebec,data.Females,40 to 44 years,6.2
2015,Quebec,data.Females,45 to 49 years,4.7
2016,Quebec,data.Females,45 to 49 years,4.8
2017,Quebec,data.Females,45 to 49 years,5.6
2018,Quebec,data.Females,45 to 49 years,5.3
2019,Quebec,data.Females,45 to 49 years,3.2
2020,Quebec,data.Females,45 to 49 years,6.4
2015,Quebec,data.Females,50 to 54 years,4.6
2016,Quebec,data.Females,50 to 54 years,4.7
2017,Quebec,data.Females,50 to 54 years,4.6
2018,Quebec,data.Females,50 to 54 years,4.2
2019,Quebec,data.Females,50 to 54 years,4.2
2020,Quebec,data.Females,50 to 54 years,7.1
2015,Quebec,data.Females,55 to 59 years,6.9
2016,Quebec,data.Females,55 to 59 years,5.5
2017,Quebec,data.Females,55 to 59 years,4.1
2018,Quebec,data.Females,55 to 59 years,5.1
2019,Quebec,data.Females,55 to 59 years,3.3
2020,Quebec,data.Females,55 to 59 years,6.8
2015,Quebec,data.Females,60 to 64 years,6.3
2016,Quebec,data.Females,60 to 64 years,6.8
2017,Quebec,data.Females,60 to 64 years,7.1
2018,Quebec,data.Females,60 to 64 years,4.6
2019,Quebec,data.Females,60 to 64 years,5.7
2020,Quebec,data.Females,60 to 64 years,8.5
2015,Quebec,data.Females,65 years and over,6.3
2016,Quebec,data.Females,65 years and over,3.3
2017,Quebec,data.Females,65 years and over,7.4
2018,Quebec,data.Females,65 years and over,4.6
2019,Quebec,data.Females,65 years and over,7.1
2020,Quebec,data.Females,65 years and over,11.9
2015,Quebec,data.Females,65 to 69 years,6.1
2016,Quebec,data.Females,65 to 69 years,
2017,Quebec,data.Females,65 to 69 years,5.9
2018,Quebec,data.Females,65 to 69 years,5.1
2019,Quebec,data.Females,65 to 69 years,6
2020,Quebec,data.Females,65 to 69 years,12
2015,Quebec,data.Females,70 years and over,
2016,Quebec,data.Females,70 years and over,
2017,Quebec,data.Females,70 years and over,10.6
2018,Quebec,data.Females,70 years and over,
2019,Quebec,data.Females,70 years and over,
2020,Quebec,data.Females,70 years and over,11.8
2015,Ontario,data.Both,15 years and over,6.8
2016,Ontario,data.Both,15 years and over,6.6
2017,Ontario,data.Both,15 years and over,6
2018,Ontario,data.Both,15 years and over,5.7
2019,Ontario,data.Both,15 years and over,5.6
2020,Ontario,data.Both,15 years and over,9.6
2015,Ontario,data.Both,15 to 24 years,14.3
2016,Ontario,data.Both,15 to 24 years,13.7
2017,Ontario,data.Both,15 to 24 years,12.2
2018,Ontario,data.Both,15 to 24 years,11.8
2019,Ontario,data.Both,15 to 24 years,12
2020,Ontario,data.Both,15 to 24 years,22
2015,Ontario,data.Both,25 years and over,5.5
2016,Ontario,data.Both,25 years and over,5.4
2017,Ontario,data.Both,25 years and over,5
2018,Ontario,data.Both,25 years and over,4.7
2019,Ontario,data.Both,25 years and over,4.5
2020,Ontario,data.Both,25 years and over,7.5
2015,Ontario,data.Both,25 to 44 years,6
2016,Ontario,data.Both,25 to 44 years,5.8
2017,Ontario,data.Both,25 to 44 years,5.4
2018,Ontario,data.Both,25 to 44 years,5.2
2019,Ontario,data.Both,25 to 44 years,5.2
2020,Ontario,data.Both,25 to 44 years,8.4
2015,Ontario,data.Both,45 to 64 years,5
2016,Ontario,data.Both,45 to 64 years,5.1
2017,Ontario,data.Both,45 to 64 years,4.6
2018,Ontario,data.Both,45 to 64 years,4.2
2019,Ontario,data.Both,45 to 64 years,4
2020,Ontario,data.Both,45 to 64 years,6.7
2015,Ontario,data.Both,45 years and over,4.9
2016,Ontario,data.Both,45 years and over,5
2017,Ontario,data.Both,45 years and over,4.6
2018,Ontario,data.Both,45 years and over,4.2
2019,Ontario,data.Both,45 years and over,3.9
2020,Ontario,data.Both,45 years and over,6.6
2015,Ontario,data.Both,25 to 54 years,5.6
2016,Ontario,data.Both,25 to 54 years,5.5
2017,Ontario,data.Both,25 to 54 years,5.1
2018,Ontario,data.Both,25 to 54 years,4.8
2019,Ontario,data.Both,25 to 54 years,4.6
2020,Ontario,data.Both,25 to 54 years,7.7
2015,Ontario,data.Both,55 years and over,5
2016,Ontario,data.Both,55 years and over,5
2017,Ontario,data.Both,55 years and over,4.6
2018,Ontario,data.Both,55 years and over,4.3
2019,Ontario,data.Both,55 years and over,4.2
2020,Ontario,data.Both,55 years and over,7
2015,Ontario,data.Both,15 to 64 years,6.9
2016,Ontario,data.Both,15 to 64 years,6.7
2017,Ontario,data.Both,15 to 64 years,6.1
2018,Ontario,data.Both,15 to 64 years,5.8
2019,Ontario,data.Both,15 to 64 years,5.7
2020,Ontario,data.Both,15 to 64 years,9.7
2015,Ontario,data.Both,15 to 19 years,19.8
2016,Ontario,data.Both,15 to 19 years,18.2
2017,Ontario,data.Both,15 to 19 years,16
2018,Ontario,data.Both,15 to 19 years,15.8
2019,Ontario,data.Both,15 to 19 years,15.5
2020,Ontario,data.Both,15 to 19 years,25.8
2015,Ontario,data.Both,20 to 24 years,11.2
2016,Ontario,data.Both,20 to 24 years,11.3
2017,Ontario,data.Both,20 to 24 years,10
2018,Ontario,data.Both,20 to 24 years,9.5
2019,Ontario,data.Both,20 to 24 years,10.1
2020,Ontario,data.Both,20 to 24 years,20.1
2015,Ontario,data.Both,25 to 29 years,7.7
2016,Ontario,data.Both,25 to 29 years,7.3
2017,Ontario,data.Both,25 to 29 years,7.7
2018,Ontario,data.Both,25 to 29 years,6.6
2019,Ontario,data.Both,25 to 29 years,6.3
2020,Ontario,data.Both,25 to 29 years,11.3
2015,Ontario,data.Both,30 to 34 years,5.8
2016,Ontario,data.Both,30 to 34 years,6
2017,Ontario,data.Both,30 to 34 years,5
2018,Ontario,data.Both,30 to 34 years,5.4
2019,Ontario,data.Both,30 to 34 years,5.3
2020,Ontario,data.Both,30 to 34 years,8.5
2015,Ontario,data.Both,35 to 39 years,5.6
2016,Ontario,data.Both,35 to 39 years,4.8
2017,Ontario,data.Both,35 to 39 years,4.6
2018,Ontario,data.Both,35 to 39 years,4.1
2019,Ontario,data.Both,35 to 39 years,4.8
2020,Ontario,data.Both,35 to 39 years,7.5
2015,Ontario,data.Both,40 to 44 years,4.9
2016,Ontario,data.Both,40 to 44 years,4.9
2017,Ontario,data.Both,40 to 44 years,4.4
2018,Ontario,data.Both,40 to 44 years,4.6
2019,Ontario,data.Both,40 to 44 years,4.2
2020,Ontario,data.Both,40 to 44 years,6.2
2015,Ontario,data.Both,45 to 49 years,4.6
2016,Ontario,data.Both,45 to 49 years,4.8
2017,Ontario,data.Both,45 to 49 years,4.8
2018,Ontario,data.Both,45 to 49 years,4.5
2019,Ontario,data.Both,45 to 49 years,3.5
2020,Ontario,data.Both,45 to 49 years,6.2
2015,Ontario,data.Both,50 to 54 years,5.2
2016,Ontario,data.Both,50 to 54 years,5.1
2017,Ontario,data.Both,50 to 54 years,4.3
2018,Ontario,data.Both,50 to 54 years,3.6
2019,Ontario,data.Both,50 to 54 years,3.6
2020,Ontario,data.Both,50 to 54 years,6.2
2015,Ontario,data.Both,55 to 59 years,5.2
2016,Ontario,data.Both,55 to 59 years,5.3
2017,Ontario,data.Both,55 to 59 years,4.4
2018,Ontario,data.Both,55 to 59 years,3.9
2019,Ontario,data.Both,55 to 59 years,4.6
2020,Ontario,data.Both,55 to 59 years,7.1
2015,Ontario,data.Both,60 to 64 years,5.4
2016,Ontario,data.Both,60 to 64 years,5.5
2017,Ontario,data.Both,60 to 64 years,5.1
2018,Ontario,data.Both,60 to 64 years,5.3
2019,Ontario,data.Both,60 to 64 years,4.4
2020,Ontario,data.Both,60 to 64 years,7.4
2015,Ontario,data.Both,65 years and over,3.9
2016,Ontario,data.Both,65 years and over,3.4
2017,Ontario,data.Both,65 years and over,4.1
2018,Ontario,data.Both,65 years and over,3.7
2019,Ontario,data.Both,65 years and over,3.1
2020,Ontario,data.Both,65 years and over,6.2
2015,Ontario,data.Both,65 to 69 years,4.6
2016,Ontario,data.Both,65 to 69 years,3.5
2017,Ontario,data.Both,65 to 69 years,4.5
2018,Ontario,data.Both,65 to 69 years,3.6
2019,Ontario,data.Both,65 to 69 years,3.3
2020,Ontario,data.Both,65 to 69 years,7.5
2015,Ontario,data.Both,70 years and over,2.7
2016,Ontario,data.Both,70 years and over,3.1
2017,Ontario,data.Both,70 years and over,3.4
2018,Ontario,data.Both,70 years and over,3.8
2019,Ontario,data.Both,70 years and over,2.5
2020,Ontario,data.Both,70 years and over,4.1
2015,Ontario,data.Males,15 years and over,7
2016,Ontario,data.Males,15 years and over,6.8
2017,Ontario,data.Males,15 years and over,6.3
2018,Ontario,data.Males,15 years and over,5.7
2019,Ontario,data.Males,15 years and over,5.8
2020,Ontario,data.Males,15 years and over,9.2
2015,Ontario,data.Males,15 to 24 years,15.9
2016,Ontario,data.Males,15 to 24 years,15.2
2017,Ontario,data.Males,15 to 24 years,13.6
2018,Ontario,data.Males,15 to 24 years,12.6
2019,Ontario,data.Males,15 to 24 years,12.9
2020,Ontario,data.Males,15 to 24 years,21.8
2015,Ontario,data.Males,25 years and over,5.5
2016,Ontario,data.Males,25 years and over,5.4
2017,Ontario,data.Males,25 years and over,5
2018,Ontario,data.Males,25 years and over,4.5
2019,Ontario,data.Males,25 years and over,4.5
2020,Ontario,data.Males,25 years and over,7.2
2015,Ontario,data.Males,25 to 44 years,6.2
2016,Ontario,data.Males,25 to 44 years,5.7
2017,Ontario,data.Males,25 to 44 years,5.5
2018,Ontario,data.Males,25 to 44 years,5
2019,Ontario,data.Males,25 to 44 years,5.3
2020,Ontario,data.Males,25 to 44 years,8.2
2015,Ontario,data.Males,45 to 64 years,5.1
2016,Ontario,data.Males,45 to 64 years,5.5
2017,Ontario,data.Males,45 to 64 years,4.7
2018,Ontario,data.Males,45 to 64 years,4.1
2019,Ontario,data.Males,45 to 64 years,3.9
2020,Ontario,data.Males,45 to 64 years,6.4
2015,Ontario,data.Males,45 years and over,4.9
2016,Ontario,data.Males,45 years and over,5.2
2017,Ontario,data.Males,45 years and over,4.6
2018,Ontario,data.Males,45 years and over,4
2019,Ontario,data.Males,45 years and over,3.8
2020,Ontario,data.Males,45 years and over,6.2
2015,Ontario,data.Males,25 to 54 years,5.8
2016,Ontario,data.Males,25 to 54 years,5.6
2017,Ontario,data.Males,25 to 54 years,5.1
2018,Ontario,data.Males,25 to 54 years,4.5
2019,Ontario,data.Males,25 to 54 years,4.6
2020,Ontario,data.Males,25 to 54 years,7.4
2015,Ontario,data.Males,55 years and over,4.9
2016,Ontario,data.Males,55 years and over,5.1
2017,Ontario,data.Males,55 years and over,4.8
2018,Ontario,data.Males,55 years and over,4.4
2019,Ontario,data.Males,55 years and over,4.2
2020,Ontario,data.Males,55 years and over,6.8
2015,Ontario,data.Males,15 to 64 years,7.2
2016,Ontario,data.Males,15 to 64 years,7
2017,Ontario,data.Males,15 to 64 years,6.4
2018,Ontario,data.Males,15 to 64 years,5.8
2019,Ontario,data.Males,15 to 64 years,5.9
2020,Ontario,data.Males,15 to 64 years,9.5
2015,Ontario,data.Males,15 to 19 years,21.3
2016,Ontario,data.Males,15 to 19 years,19.9
2017,Ontario,data.Males,15 to 19 years,17.4
2018,Ontario,data.Males,15 to 19 years,16.5
2019,Ontario,data.Males,15 to 19 years,16.3
2020,Ontario,data.Males,15 to 19 years,25.6
2015,Ontario,data.Males,20 to 24 years,13.1
2016,Ontario,data.Males,20 to 24 years,12.7
2017,Ontario,data.Males,20 to 24 years,11.6
2018,Ontario,data.Males,20 to 24 years,10.5
2019,Ontario,data.Males,20 to 24 years,11.2
2020,Ontario,data.Males,20 to 24 years,19.9
2015,Ontario,data.Males,25 to 29 years,8.6
2016,Ontario,data.Males,25 to 29 years,8.1
2017,Ontario,data.Males,25 to 29 years,8.2
2018,Ontario,data.Males,25 to 29 years,7.2
2019,Ontario,data.Males,25 to 29 years,7.1
2020,Ontario,data.Males,25 to 29 years,11.7
2015,Ontario,data.Males,30 to 34 years,5.9
2016,Ontario,data.Males,30 to 34 years,6.1
2017,Ontario,data.Males,30 to 34 years,5.2
2018,Ontario,data.Males,30 to 34 years,5.2
2019,Ontario,data.Males,30 to 34 years,5.1
2020,Ontario,data.Males,30 to 34 years,8.4
2015,Ontario,data.Males,35 to 39 years,5.4
2016,Ontario,data.Males,35 to 39 years,4.1
2017,Ontario,data.Males,35 to 39 years,4.3
2018,Ontario,data.Males,35 to 39 years,3.3
2019,Ontario,data.Males,35 to 39 years,4.8
2020,Ontario,data.Males,35 to 39 years,7.1
2015,Ontario,data.Males,40 to 44 years,4.7
2016,Ontario,data.Males,40 to 44 years,4.4
2017,Ontario,data.Males,40 to 44 years,3.9
2018,Ontario,data.Males,40 to 44 years,4
2019,Ontario,data.Males,40 to 44 years,3.9
2020,Ontario,data.Males,40 to 44 years,5.2
2015,Ontario,data.Males,45 to 49 years,4.6
2016,Ontario,data.Males,45 to 49 years,5.1
2017,Ontario,data.Males,45 to 49 years,4.6
2018,Ontario,data.Males,45 to 49 years,3.8
2019,Ontario,data.Males,45 to 49 years,3
2020,Ontario,data.Males,45 to 49 years,5.3
2015,Ontario,data.Males,50 to 54 years,5.4
2016,Ontario,data.Males,50 to 54 years,5.4
2017,Ontario,data.Males,50 to 54 years,4.4
2018,Ontario,data.Males,50 to 54 years,3.5
2019,Ontario,data.Males,50 to 54 years,3.6
2020,Ontario,data.Males,50 to 54 years,5.8
2015,Ontario,data.Males,55 to 59 years,5
2016,Ontario,data.Males,55 to 59 years,5.6
2017,Ontario,data.Males,55 to 59 years,4.6
2018,Ontario,data.Males,55 to 59 years,4.2
2019,Ontario,data.Males,55 to 59 years,4.5
2020,Ontario,data.Males,55 to 59 years,7.2
2015,Ontario,data.Males,60 to 64 years,5.4
2016,Ontario,data.Males,60 to 64 years,5.9
2017,Ontario,data.Males,60 to 64 years,5.4
2018,Ontario,data.Males,60 to 64 years,5.4
2019,Ontario,data.Males,60 to 64 years,4.8
2020,Ontario,data.Males,60 to 64 years,7.5
2015,Ontario,data.Males,65 years and over,3.9
2016,Ontario,data.Males,65 years and over,3.1
2017,Ontario,data.Males,65 years and over,4.3
2018,Ontario,data.Males,65 years and over,3.8
2019,Ontario,data.Males,65 years and over,3
2020,Ontario,data.Males,65 years and over,5.2
2015,Ontario,data.Males,65 to 69 years,5
2016,Ontario,data.Males,65 to 69 years,3.3
2017,Ontario,data.Males,65 to 69 years,4.7
2018,Ontario,data.Males,65 to 69 years,3.7
2019,Ontario,data.Males,65 to 69 years,3.6
2020,Ontario,data.Males,65 to 69 years,6.5
2015,Ontario,data.Males,70 years and over,
2016,Ontario,data.Males,70 years and over,2.6
2017,Ontario,data.Males,70 years and over,
2018,Ontario,data.Males,70 years and over,3.8
2019,Ontario,data.Males,70 years and over,2.1
2020,Ontario,data.Males,70 years and over,3.2
2015,Ontario,data.Females,15 years and over,6.5
2016,Ontario,data.Females,15 years and over,6.3
2017,Ontario,data.Females,15 years and over,5.8
2018,Ontario,data.Females,15 years and over,5.7
2019,Ontario,data.Females,15 years and over,5.5
2020,Ontario,data.Females,15 years and over,10
2015,Ontario,data.Females,15 to 24 years,12.6
2016,Ontario,data.Females,15 to 24 years,12.2
2017,Ontario,data.Females,15 to 24 years,10.6
2018,Ontario,data.Females,15 to 24 years,10.8
2019,Ontario,data.Females,15 to 24 years,11
2020,Ontario,data.Females,15 to 24 years,22.2
2015,Ontario,data.Females,25 years and over,5.4
2016,Ontario,data.Females,25 years and over,5.3
2017,Ontario,data.Females,25 years and over,4.9
2018,Ontario,data.Females,25 years and over,4.9
2019,Ontario,data.Females,25 years and over,4.5
2020,Ontario,data.Females,25 years and over,7.9
2015,Ontario,data.Females,25 to 44 years,5.8
2016,Ontario,data.Females,25 to 44 years,5.8
2017,Ontario,data.Females,25 to 44 years,5.4
2018,Ontario,data.Females,25 to 44 years,5.4
2019,Ontario,data.Females,25 to 44 years,5.1
2020,Ontario,data.Females,25 to 44 years,8.7
2015,Ontario,data.Females,45 to 64 years,5
2016,Ontario,data.Females,45 to 64 years,4.8
2017,Ontario,data.Females,45 to 64 years,4.5
2018,Ontario,data.Females,45 to 64 years,4.4
2019,Ontario,data.Females,45 to 64 years,4
2020,Ontario,data.Females,45 to 64 years,7
2015,Ontario,data.Females,45 years and over,4.9
2016,Ontario,data.Females,45 years and over,4.7
2017,Ontario,data.Females,45 years and over,4.5
2018,Ontario,data.Females,45 years and over,4.3
2019,Ontario,data.Females,45 years and over,4
2020,Ontario,data.Females,45 years and over,7
2015,Ontario,data.Females,25 to 54 years,5.4
2016,Ontario,data.Females,25 to 54 years,5.4
2017,Ontario,data.Females,25 to 54 years,5.1
2018,Ontario,data.Females,25 to 54 years,5.1
2019,Ontario,data.Females,25 to 54 years,4.6
2020,Ontario,data.Females,25 to 54 years,8.1
2015,Ontario,data.Females,55 years and over,5.1
2016,Ontario,data.Females,55 years and over,4.8
2017,Ontario,data.Females,55 years and over,4.3
2018,Ontario,data.Females,55 years and over,4.1
2019,Ontario,data.Females,55 years and over,4.2
2020,Ontario,data.Females,55 years and over,7.2
2015,Ontario,data.Females,15 to 64 years,6.6
2016,Ontario,data.Females,15 to 64 years,6.4
2017,Ontario,data.Females,15 to 64 years,5.9
2018,Ontario,data.Females,15 to 64 years,5.8
2019,Ontario,data.Females,15 to 64 years,5.6
2020,Ontario,data.Females,15 to 64 years,10
2015,Ontario,data.Females,15 to 19 years,18.3
2016,Ontario,data.Females,15 to 19 years,16.4
2017,Ontario,data.Females,15 to 19 years,14.6
2018,Ontario,data.Females,15 to 19 years,15.1
2019,Ontario,data.Females,15 to 19 years,14.7
2020,Ontario,data.Females,15 to 19 years,26
2015,Ontario,data.Females,20 to 24 years,9.2
2016,Ontario,data.Females,20 to 24 years,9.7
2017,Ontario,data.Females,20 to 24 years,8.3
2018,Ontario,data.Females,20 to 24 years,8.4
2019,Ontario,data.Females,20 to 24 years,8.8
2020,Ontario,data.Females,20 to 24 years,20.3
2015,Ontario,data.Females,25 to 29 years,6.7
2016,Ontario,data.Females,25 to 29 years,6.5
2017,Ontario,data.Females,25 to 29 years,7
2018,Ontario,data.Females,25 to 29 years,6
2019,Ontario,data.Females,25 to 29 years,5.5
2020,Ontario,data.Females,25 to 29 years,10.9
2015,Ontario,data.Females,30 to 34 years,5.6
2016,Ontario,data.Females,30 to 34 years,5.8
2017,Ontario,data.Females,30 to 34 years,4.8
2018,Ontario,data.Females,30 to 34 years,5.6
2019,Ontario,data.Females,30 to 34 years,5.5
2020,Ontario,data.Females,30 to 34 years,8.6
2015,Ontario,data.Females,35 to 39 years,5.8
2016,Ontario,data.Females,35 to 39 years,5.4
2017,Ontario,data.Females,35 to 39 years,4.9
2018,Ontario,data.Females,35 to 39 years,4.9
2019,Ontario,data.Females,35 to 39 years,4.7
2020,Ontario,data.Females,35 to 39 years,8
2015,Ontario,data.Females,40 to 44 years,5.1
2016,Ontario,data.Females,40 to 44 years,5.5
2017,Ontario,data.Females,40 to 44 years,4.9
2018,Ontario,data.Females,40 to 44 years,5.1
2019,Ontario,data.Females,40 to 44 years,4.4
2020,Ontario,data.Females,40 to 44 years,7.2
2015,Ontario,data.Females,45 to 49 years,4.6
2016,Ontario,data.Females,45 to 49 years,4.5
2017,Ontario,data.Females,45 to 49 years,5
2018,Ontario,data.Females,45 to 49 years,5.2
2019,Ontario,data.Females,45 to 49 years,3.9
2020,Ontario,data.Females,45 to 49 years,7.2
2015,Ontario,data.Females,50 to 54 years,5
2016,Ontario,data.Females,50 to 54 years,4.7
2017,Ontario,data.Females,50 to 54 years,4.2
2018,Ontario,data.Females,50 to 54 years,3.8
2019,Ontario,data.Females,50 to 54 years,3.6
2020,Ontario,data.Females,50 to 54 years,6.6
2015,Ontario,data.Females,55 to 59 years,5.4
2016,Ontario,data.Females,55 to 59 years,5
2017,Ontario,data.Females,55 to 59 years,4.3
2018,Ontario,data.Females,55 to 59 years,3.7
2019,Ontario,data.Females,55 to 59 years,4.7
2020,Ontario,data.Females,55 to 59 years,6.9
